FacDerivedStctyFIPS,SDWAFormalActionCount,FacDateLastPenalty,SDWISFlag,FacState,FacDerivedHuc,FacTotalPenalties,SDWAInspections5yr,SDWAIDs,FacLastPenaltyAmt,FacName,FacZip,FacEPARegion,FacDerivedZip,NC,FacFormalActionCount,ViolFlag,FacReferencePoint,FacCity,FacImpWaterFlg,FacPenaltyCount,FacFIPSCode,SDWA3yrComplQtrsHistory,FacDerivedWBD,FacLat,FacCollectionMethod,CurrVioFlag,FacStdCountyName,SDWAInformalCount,RegistryID,FacStreet,FacAccuracyMeters,FacCounty,FacLong
,,,Y,UT,,$0,,UTAH25040,,AMERICAN FORK RECREATION SITE,,08,,N,0,1,,,,,,_VVVVV___VVV,,40.120409,County Centroid,0,,6,110052911514,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH11051,,AMERICAN PACIFIC CORP,,08,,N,0,0,,,,,,_____________,,37.882727,County Centroid,0,,,110052959287,,30000,IRON,-113.290059
,,,Y,UT,,$0,,UTAH29033,,ANDERSON COVE CAMPGROUND,,08,,N,0,1,,,,,,VVVVVVVVVV___,,41.270355,County Centroid,0,,14,110052883206,,30000,WEBER,-111.875879
,,,Y,UT,,$0,,UTAH01009,,ANDERSON MEADOW CAMPGROUND,,08,,N,0,1,,,,,,VVVVVSSVVSSVV,,38.357535,County Centroid,0,,14,110052975964,,30000,BEAVER,-113.238948
49037,,,Y,UT,14080203,$0,,094632002 NN4932002 UTAH19039,,ANETH COMMUNITY SCHOOL NN,84510,08,84535,Y,0,1,,ANETH,,,49037,_VVVVVVVVVVVV,140802030605,37.281206,,1,SAN JUAN COUNTY,,110006893950,HIGHWAY 262,36002,SAN JUAN,-109.293918
,,,Y,UT,,$0,,NN4900220,,ANETH COMMUNITY-NTUA (SU86),84510,08,,Y,0,1,,ANETH,,,49037,VVVVVVVVVVVVV,,37.15645,Zip Code Centroid,1,SAN JUAN COUNTY,6,110016804706,UNKNOWN,10000,SAN JUAN,-109.20404
49053,,,Y,UT,15010008,$0,,UTAH27074,,ANGELL SPRINGS - SPECIAL SERVICE DISTRICT,84746,08,84746,Y,0,1,ENTRANCE POINT OF A FACILITY OR STATION,LEEDS,,,49053,VVVVVVVVVVVVV,150100080903,37.26064,ADDRESS MATCHING-BLOCK FACE,1,WASHINGTON COUNTY,50,110017898088,561 S 250 W,1000,WASHINGTON,-113.32659
,,,Y,UT,,$0,,UTAH21001,,ANNABELLA,,08,,N,0,1,,,,,,_VVVVVV______,,38.746825,County Centroid,0,,6,110017902322,,30000,SEVIER,-111.81193
,,,Y,UT,,$0,,UTAH05007,,ANTELOPE FLAT CAMPGROUND,,08,,Y,0,1,,,,,,_V____VV_VVVV,,40.890099,County Centroid,1,,16,110052795025,,30000,DAGGETT,-109.505786
,,,Y,UT,,$0,,UTAH06023,,ANTELOPE ISLAND - NORTH,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,41.037045,County Centroid,1,,10,110052981216,,30000,DAVIS,-112.202123
,,,Y,UT,,$0,,UTAH06044,,ANTELOPE ISLAND RANCH,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,41.037045,County Centroid,1,,16,110053028647,,30000,DAVIS,-112.202123
,,,Y,UT,,$0,,UTAH09001,,ANTIMONY WATER SYSTEM,84712,08,,Y,0,1,,ANTIMONY,,,49017,VVVVVVVVVVVVV,,38.115179,Zip Code Centroid,1,GARFIELD COUNTY,10,110020102020,SITE INFORMATION RESTRICTED,10000,GARFIELD,-111.997778
,1,,Y,UT,,$0,,UTAH27069,,APPLE VALLEY WATER CO,,08,,Y,1,1,,,,,,VVVVVVVVVVVVV,,37.262531,County Centroid,1,,45,110017898024,,30000,WASHINGTON,-113.4878
,,,Y,UT,,$0,,UTAH10021,,ARCHES NATIONAL PARK HQ,,08,,Y,0,1,,,,,,VVV___VVVVVVV,,38.974326,County Centroid,1,,2,110052863763,,30000,GRAND,-109.57345
,,,Y,UT,,$0,,UTAH10022,,ARCHES NP-DEVILS GARDEN,,08,,N,0,1,,,,,,_____VVV____V,,38.974326,County Centroid,0,,14,110052863781,,30000,GRAND,-109.57345
,,,Y,UT,,$0,,UTAH10034,,ARCHVIEW RESORT CAMPGROUND,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,38.974326,County Centroid,1,,28,110052750563,,30000,GRAND,-109.57345
,1,,Y,UT,,$0,,UTAH01012,,ARROWHEAD INVESTMENT INC,,08,,Y,1,1,,,,,,VSVVSSVSSVVVV,,38.357535,County Centroid,1,,20,110052976017,,30000,BEAVER,-113.238948
49023,,08/14/2013,Y,UT,16030005,$0,,UTAH12039,"$452,671",ASH GROVE CEMENT- LEAMINGTON UTAH,84648,08,84648,Y,0,1,CENTER OF FACILITY,NEPHI,,,49023,VVVVVVVVVVVVV,160300051202,39.563527,INTERPOLATION-PHOTO,1,JUAB COUNTY,16,110002463717,HIGHWAY 132 6 MILES EAST OF LEAMINGTON UT,5,JUAB,-112.197061
49047,,,Y,UT,14060001,$0,,UTAH24013,,ASHLEY VALLEY SPRINGS,84078,08,84078,Y,0,1,ACRES POINTS NOT REPRESENTED BY 101-107,VERNAL,,,49047,VVVVVVVSSVVVV,140600010505,40.229664,INTERPOLATION-MAP,1,UINTAH COUNTY,13,110006686336,7700 NORTH 4500 WEST,99999999,UINTAH,-109.481389
,,,Y,UT,,$0,,UTAH22061,,ASPEN ACRES ASSOCIATION,,08,,N,0,1,,,,,,_V__VV_V_____,,40.87206,County Centroid,0,,12,110052756479,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH04051,,ASPEN COVE ASSOCIATION,,08,,N,0,1,,,,,,VVVVVVVVVVV__,,39.67005,County Centroid,0,,10,110052899262,,30000,CARBON,-110.590357
,,,Y,UT,,$0,,UTAH26012,,ASPEN CREST GIRLS CAMP,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.334884,County Centroid,1,,12,110052913344,,30000,WASATCH,-111.161568
,,,Y,UT,,$0,,UTAH26065,,ASPEN GROVE CAMPGROUND,,08,,N,1,1,,,,,,VVVVVVVVVVV__,,40.334884,County Centroid,0,,6,110053011824,,30000,WASATCH,-111.161568
,,,Y,UT,,$0,,UTAH21052,,ASPEN HEART HOA,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,38.746825,County Centroid,1,,28,110053023269,,30000,SEVIER,-111.81193
,,,Y,UT,,$0,,UTAH09023,,ASPEN HIGHLANDS SUBDIVISION,,08,,N,0,1,,,,,,VVVVVVVVVVV__,,37.831622,County Centroid,0,,18,110052990000,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH22138,,ASPEN MEADOWS,,08,,N,0,0,,,,,,_____________,,40.87206,County Centroid,0,,4,110052918848,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH22062,,ASPEN MOUNTAIN WATER CO,,08,,Y,0,1,,,,,,_VVVVVVVVVVVV,,40.87206,County Centroid,1,,10,110052756497,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH28037,,ASPEN RANCH,84747,08,,Y,0,1,,LOA,,,49055,VVVVVVVVVVVVV,,38.402352,Zip Code Centroid,1,WAYNE COUNTY,32,110017894082,2000 WEST DRY VALLEY ROAD,10000,WAYNE,-111.642739
,,,Y,UT,,$0,,UTAH04001,,ASPEN VIEW-SCOFIELD MOUNTAIN HOMES,,08,,Y,0,1,,,,,,VVVVVVVVSVVVV,,39.67005,County Centroid,1,,42,110052992151,,30000,CARBON,-110.590357
49045,,,Y,UT,16020308,$0,,UTAH23087,,ATI ROWLEY OPERATIONS,84029,08,84029,N,0,1,PLANT ENTRANCE (GENERAL),SKULL VALLEY,,,49045,VVVVV,160203081904,40.910218,INTERPOLATION - DIGITAL MAP SRCE (TIGER),0,TOOELE COUNTY,2,110041623142,12633 NORTH ROWLEY ROAD,25,TOOELE,-112.736025
49003,,06/22/2000,Y,UT,16020309,$0,,UTAH02032,"$7,000",ATK LAUNCH SYSTEMS INC. - PROMONTORY,84302,08,84336,N,0,1,CENTER OF A FACILITY OR STATION,BRIGHAM CITY,,,49003,_VV___VVVVV__,160203090806,41.663,INTERPOLATION-MAP,0,BOX ELDER COUNTY,10,110032607329,9160 NORTH HIGHWAY 83,18600,BOX ELDER,-112.432
,,,Y,UT,,$0,,UTAH21002,,AURORA,,08,,N,0,0,,,,,,_____________,,38.746825,County Centroid,0,,,110017894572,,30000,SEVIER,-111.81193
,1,,Y,UT,,$0,,UTAH21003,,AUSTIN SSD,,08,,Y,1,1,,,,,49041,VVVVSVSVVVVVV,,38.746825,County Centroid,1,SEVIER COUNTY,69,110017902359,,30000,SEVIER,-111.81193
,,,Y,UT,,$0,,UTAH20051,,AXTELL COM SERVICE DISTRI,99999,08,,Y,0,1,,UNK,,,,VVVVSSVVVVVVV,,39.380588,County Centroid,1,,28,110017902260,UNK,30000,SANPETE,-111.570451
,,06/02/1998,Y,UT,,$0,,UTAH24001,$250,BALLARD WATER IMPROVEMENT DISTRICT,84066,08,,Y,0,1,,BALLARD,,,49047,_______VVVVVV,,40.374518,Zip Code Centroid,1,UINTAH COUNTY,4,110020102299,"ROUTE 2, BOX 2381",10000,UINTAH,-110.064937
,,,Y,UT,,$0,,UTAH25041,,BALSAM CAMPGROUND,,08,,N,0,1,,,,,,__V_VV____V__,,40.120409,County Centroid,0,,12,110052911532,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH09078,,BARKER RECREATION SITE,,08,,Y,0,1,,,,,,VVVVVSVSVSSSV,,37.831622,County Centroid,1,,16,110053005813,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH11095,,BARN AT CEDAR MEADOW,,08,,N,0,0,,,,,,_____________,,37.882727,County Centroid,0,,,UTAH11095,,30000,Iron,-113.290059
,,,Y,UT,,$0,,UTAH12026,,BARNES BULLETS,,08,,N,0,1,,,,,,____VVVVV____,,39.710827,County Centroid,0,,4,110052795418,,30000,JUAB,-112.794262
,,,Y,UT,,$0,,UTAH17013,,BEAR LAKE OVERLOOK HIGHWAY REST STOP,,08,,Y,0,1,,,,,,_______VVVVVV,,41.627598,County Centroid,1,,20,110052990144,,30000,RICH,-111.240227
,,,Y,UT,,$0,,UTAH17011,,BEAR LAKE REST STOP,,08,,N,0,1,,,,,,VVVVVVVVV____,,41.627598,County Centroid,0,,10,110052990108,,30000,RICH,-111.240227
,,,Y,UT,,$0,,UTAH17010,,BEAR LAKE WATER COMPANY,,08,,Y,0,1,,,,,,_VVVVVVVVSVVV,,41.627598,County Centroid,1,,12,110052990073,,30000,RICH,-111.240227
,1,,Y,UT,,$0,,UTAH09034,,BEAR PAW LAKEVIEW RESORT,,08,,Y,1,1,,,,,,SSSSSVVVVSVVV,,37.831622,County Centroid,1,,28,110052806335,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH22033,,BEAR RIVER CAMPGROUND,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.87206,County Centroid,1,,14,110052990386,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH22063,,BEAR RIVER LODGE,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.87206,County Centroid,1,,14,110052756512,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH02068,,BEAR RIVER WCD-HARPER WRD,99999,08,,N,0,1,,UNK,,,,___VVV_____VV,,41.476021,County Centroid,0,,10,110017910732,UNK,30000,BOX ELDER,-113.052922
,,,Y,UT,,$0,,UTAH02070,,BEAR RIVER WCD-RVSD/N GAR,99999,08,,N,0,1,,UNK,,,,___V___V___VV,,41.476021,County Centroid,0,,6,110017910304,UNK,30000,BOX ELDER,-113.052922
,,,Y,UT,,$0,,UTAH02066,,BEAR RIVER WCD-TREMONTON,99999,08,,N,0,0,,UNK,,,,_____________,,41.476021,County Centroid,0,,2,110017893225,UNK,30000,BOX ELDER,-113.052922
,,,Y,UT,,$0,,UTAH09099,,BEAR VALLEY RV AND CAMPGROUND,,08,,Y,0,1,,,,,,VVVVVVSVVVVVV,,37.831622,County Centroid,1,,18,UTAH09099,,30000,Garfield,-111.450886
,,,Y,UT,,$0,,UTAH01001,,BEAVER CITY WATER SYSTEM,,08,,N,0,1,,,,,,_______VVV___,,38.357535,County Centroid,0,,6,110017913418,,30000,BEAVER,-113.238948
,,,Y,UT,,$0,,UTAH03112,,BEAVER CREEK LODGE,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,41.734225,County Centroid,1,,24,110052992071,,30000,CACHE,-111.744581
,,,Y,UT,,$0,,UTAH02002,,BEAVER DAM,99999,08,,N,0,1,,UNK,,,,VVVVVVVVVV_VV,,41.476021,County Centroid,0,,12,110017909628,UNK,30000,BOX ELDER,-113.052922
,,,Y,UT,,$0,,UTAH09093,,BEAVER DAM VILLAGE SSD,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,37.831622,County Centroid,1,,18,110052914361,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH03027,,BEAVER MOUNTAIN WINTER SPORTS,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,41.734225,County Centroid,1,,14,110052853471,,30000,CACHE,-111.744581
,,,Y,UT,,$0,,UTAH22145,,BEAVER RIDGE LDS CHURCH CAMP,,08,,N,0,1,,,,,,VVVVVVV__VVV,,40.87206,County Centroid,0,,4,110053007973,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH22035,,BEAVER VIEW CAMPGROUND,,08,,N,0,1,,,,,,_VVVVVVV_____,,40.87206,County Centroid,0,,8,110052990420,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH25150,,BENJAMIN PARK,,08,,N,0,1,,,,,,VVVVVVVVVVSV,,40.120409,County Centroid,0,,24,110052763407,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH25057,,BENJAMIN WARD,,08,,N,0,1,,,,,,__V_____V____,,40.120409,County Centroid,0,,4,110052921255,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH25122,,BENNION CREEK CAMPGROUND,,08,,N,0,1,,,,,,VVVVVVVVVVV__,,40.120409,County Centroid,0,,12,110052912185,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH03097,,BENSON CULINARY WATER IMPROVEMENT DISTRICT,84335,08,,N,0,1,,BENSON,,,49005,VVVVVVVVVVV__,,41.824224,Zip Code Centroid,0,CACHE COUNTY,,110020101815,SITE INFORMATION RESTRICTED,10000,CACHE,-111.837268
,,,Y,UT,,$0,,UTAH13049,,BEST FRIENDS ANIMAL SOCIETY,,08,,N,0,1,,,,,,_______V_____,,37.275118,County Centroid,0,,2,110048876524,,30000,KANE,-111.815413
,,,Y,UT,,$0,,UTAH28001,,BICKNELL,,08,,N,0,1,,,,,,VVVVVVVV_____,,38.261229,County Centroid,0,,20,110017898300,,30000,WAYNE,-110.990323
,,,Y,UT,,$0,,UTAH28043,,BICKNELL BOTTOMS,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,38.261229,County Centroid,1,,8,110048957633,,30000,WAYNE,-110.990323
,,,Y,UT,,$0,,UTAH18139,,BIG COTTONWOOD PINE TREE WATER CO INC.,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.667882,County Centroid,1,,16,110052907244,,30000,SALT LAKE,-111.924244
,,,Y,UT,,$0,,UTAH01028,,BIG FLAT GUARD STATION,,08,,N,0,1,,,,,,VVVVVVVVVVVV,,38.357535,County Centroid,0,,14,110052941493,,30000,BEAVER,-113.238948
,,,Y,UT,,$0,,UTAH26004,,BILLY BETHERS WATER SUPPL,,08,,N,0,1,,,,,,______VV_____,,40.334884,County Centroid,0,,2,110017901065,,30000,WASATCH,-111.161568
,,,Y,UT,,$0,,UTAH18165,,BIRCH SPRING WATER CORP,,08,,N,0,0,,,,,,_____________,,40.667882,County Centroid,0,,,110053008758,,30000,SALT LAKE,-111.924244
,,,Y,UT,,$0,,UTAH25042,,BLACKHAWK CAMPGROUND,,08,,N,0,1,,,,,,____VVVV_VV__,,40.120409,County Centroid,0,,24,110052911550,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH19001,,BLANDING,84511,08,,Y,0,1,,BLANDING,,,49037,VVVVVVVVVVVVV,,37.630666,Zip Code Centroid,1,SAN JUAN COUNTY,24,110017903713,UNK,10000,SAN JUAN,-109.470026
,1,,Y,UT,,$0,,UTAH19079,,BLUE MOUNTAIN RANCH RECREATION,,08,,Y,1,1,,,,,,VVVVVVVVVVVVV,,37.623064,County Centroid,1,,24,110052960783,,30000,SAN JUAN,-109.78932
,,,Y,UT,,$0,,UTAH22143,,BLUE SKY RANCH AND RESORT,,08,,Y,0,1,,,,,,______VVVVVVV,,40.87206,County Centroid,1,,24,UTAH22143,,30000,Summit,-110.968486
,,,Y,UT,,$0,,UTAH09016,,BLUE SPRUCE CAMPGROUND,,08,,Y,0,1,,,,,,_V__VVVVVVVVV,,37.831622,County Centroid,1,,14,110052989959,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH18004,,BLUFFDALE WATER SYSTEM,99999,08,,Y,0,1,,UNK,,,,VVVVV_VVVVVVV,,40.667882,County Centroid,1,,7,110017904623,UNK,30000,SALT LAKE,-111.924244
,,,Y,UT,,$0,,UTAH29034,,BLUFFS CAMPGROUND,,08,,Y,0,1,,,,,,_VVVVVVVVVVVV,,41.270355,County Centroid,1,,16,110052883224,,30000,WEBER,-111.875879
49057,,,Y,UT,16020102,$0,,UTAH29004,,BONA VISTA WATER IMPROVEMENT DISTRICT,84404,08,84404,N,0,0,CENTER OF A FACILITY OR STATION,OGDEN,,,49057,_____________,160201020601,41.24031,ADDRESS MATCHING-HOUSE NUMBER,0,WEBER COUNTY,2,110017898747,1483 WALL AVENUE,30,WEBER,-111.97844
,,,Y,UT,,$0,,UTAH02003,,BOTHWELL,99999,08,,N,0,1,,UNK,,,,VVVVVVVVVVVVV,,41.476021,County Centroid,0,,12,110017909673,UNK,30000,BOX ELDER,-113.052922
,,,Y,UT,,$0,,UTAH09002,,BOULDER,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,37.831622,County Centroid,1,,10,110017909165,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH09067,,BOULDER MOUNTAIN LODGE,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,37.831622,County Centroid,1,,16,110052978569,,30000,GARFIELD,-111.450886
49035,,,Y,UT,16020204,$0,,UTAH18050,,BOUNDARY SPRING WATER CO,,08,84109,Y,0,1,CENTER OF A FACILITY OR STATION,,,,49035,_______VVVVVV,160202040305,40.68908,ADDRESS MATCHING-HOUSE NUMBER,1,SALT LAKE COUNTY,10,110017903349,,30,SALT LAKE,-111.78717
,,,Y,UT,,$0,,UTAH06015,,BOUNTIFUL CITY,,08,,Y,0,1,,,,,,___VVVVVVVVVV,,41.037045,County Centroid,1,,48,110017892949,,30000,DAVIS,-112.202123
,,,Y,UT,,$0,,UTAH21031,,BOWERY HAVEN RESORT,,08,,N,0,1,,,,,,_VV___VV_____,,38.746825,County Centroid,0,,12,110052954157,,30000,SEVIER,-111.81193
49007,,12/03/2001,Y,UT,14060007,$0,,UTAH04040,"$5,501",BOWIE RESOURCES - SKYLINE MINE,84526,08,84526,N,0,1,ACRES POINTS NOT REPRESENTED BY 101-107,SCOFIELD,,,49007,_______V_____,140600070203,39.729062,INTERPOLATION-MAP,0,CARBON COUNTY,2,110008536502,ECCLES CANYON,99999999,CARBON,-111.158227
,,,Y,UT,,$0,,UTAH06048,,BOYER HILL MILITARY HOUSING,,08,,N,0,1,,,,,,______VV__V__,,41.037045,County Centroid,0,,7,UTAH06048,,30000,Davis,-112.202123
,,,Y,UT,,$0,,UTAH25058,,BRADFORD ACRES WATER ASSN,,08,,N,0,0,,,,,,_____________,,40.120409,County Centroid,0,,3,110017894251,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH11001,,BRIAN HEAD WATER SYSTEM,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,37.882727,County Centroid,1,,30,110017895205,,30000,IRON,-113.290059
,,,Y,UT,,$0,,UTAH25023,,BRICKERHAVEN SUBDIVISION,,08,,Y,0,1,,,,,,_VSSVVVSSSVSV,,40.120409,County Centroid,1,,66,110053003405,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH05039,,BRIDGE HOLLOW CAMPGROUND,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.890099,County Centroid,1,,6,110052895275,,30000,DAGGETT,-109.505786
,,,Y,UT,,$0,,UTAH22117,,BRIDGE HOLLOW WATER ASSOC,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.87206,County Centroid,1,,14,110017901760,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH22036,,BRIDGER LAKE CAMPGROUNDS,,08,,Y,0,1,,,,,,_VVVVSVVVSSSV,,40.87206,County Centroid,1,,16,110052990457,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH03029,,BRIDGER PICNIC AREA,,08,,N,0,1,,,,,,______VVV____,,41.734225,County Centroid,0,,6,110052853514,,30000,CACHE,-111.744581
,,,Y,UT,,$0,,UTAH17001,,BRIDGERLAND VILLAGE WATER CO,,08,,Y,0,1,,,,,,V_VV_VVVVVVVV,,41.627598,County Centroid,1,,9,110048927612,,30000,RICH,-111.240227
,,,Y,UT,,$0,,UTAH02004,,BRIGHAM CITY,99999,08,,N,0,1,,UNK,,,,VVV__________,,41.476021,County Centroid,0,,4,110017909691,UNK,30000,BOX ELDER,-113.052922
,,,Y,UT,,$0,,UTAH18033,,BRIGHTON LDS SUMMER CAMP,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,40.667882,County Centroid,1,,4,110052978701,,30000,SALT LAKE,-111.924244
,,,Y,UT,,$0,,UTAH22136,,BRIGHTON MEADOWS LDS GIRLS CAMP,,08,,N,0,1,,,,,,VVV__________,,40.87206,County Centroid,0,,10,110052905503,,30000,SUMMIT,-110.968486
,1,,Y,UT,,$0,,UTAH09077,,BRISTLECONE,,08,,Y,1,1,,,,,,VVVVVVVVVVVVV,,37.831622,County Centroid,1,,33,110053005804,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH21004,,BROOKLYN TAPLINE CO INC,84724,08,,Y,0,1,,ELSINORE,,,49041,VVVVV__VVVVVV,,38.674183,Zip Code Centroid,1,SEVIER COUNTY,6,110017902457,PO BOX 47,10000,SEVIER,-112.145605
,,,Y,UT,,$0,,UTAH15020,,BROWNING ARMS,,08,,N,0,1,,,,,,VVVVVVVVVV___,,41.091027,County Centroid,0,,2,110053022983,,30000,MORGAN,-111.577885
,,,Y,UT,,$0,,UTAH22098,,BRYANT S. HINCKLEY SCOUT RANCH,,08,,Y,0,1,,,,,,VVVVVSVVVVVVV,,40.87206,County Centroid,1,,22,110052971600,,30000,SUMMIT,-110.968486
,,,Y,UT,,$0,,UTAH26026,,BRYANTS FORK SUMMER HOMES,,08,,N,0,1,,,,,,_VVVVVV__VVV,,40.334884,County Centroid,0,,16,110052975054,,30000,WASATCH,-111.161568
,,,Y,UT,,$0,,UTAH09045,,BRYCE CANYON NATIONAL PARK,,08,,N,0,1,,,,,,V_VVVVVVV____,,37.831622,County Centroid,0,,16,110048598905,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH09027,,BRYCE CANYON PINES,,08,,N,0,1,,,,,,_VVVV__VVVVVV,,37.831622,County Centroid,0,,16,110052806228,,30000,GARFIELD,-111.450886
,,,Y,UT,,$0,,UTAH13024,,BRYCE WOODLAND ESTATES UNIT 6F,,08,,N,0,0,,,,,,_____________,,37.275118,County Centroid,0,,,110052761490,,30000,KANE,-111.815413
,,,Y,UT,,$0,,UTAH13032,,BRYCE-ZION CAMPGROUND,,08,,Y,0,1,,,,,,VVVVVVVSSVVVV,,37.275118,County Centroid,1,,12,110052952186,,30000,KANE,-111.815413
,,,Y,UT,,$0,,UTAH25155,,BUCK HOLLOW BOY SCOUT CAMP,,08,,Y,0,1,,,,,,VVVVVSSVVVVVV,,40.120409,County Centroid,1,,20,110052908528,,30000,UTAH,-111.668667
,,,Y,UT,,$0,,UTAH19016,,BUCKBOARD CAMPGROUND,,08,,N,0,1,,,,,,VVV_V________,,37.623064,County Centroid,0,,6,110052899752,,30000,SAN JUAN,-109.78932
,,,Y,UT,,$0,,UTAH10018,,BUCKS GRILL HOUSE,,08,,Y,0,1,,,,,,VVVVVVVVVVVVV,,38.974326,County Centroid,1,,12,110052863718,,30000,GRAND,-109.57345
