FacDerivedStctyFIPS,SDWAFormalActionCount,FacDateLastPenalty,SDWISFlag,FacState,FacDerivedHuc,FacTotalPenalties,SDWAInspections5yr,SDWAIDs,FacLastPenaltyAmt,FacName,FacZip,FacEPARegion,FacDerivedZip,NC,FacFormalActionCount,ViolFlag,FacReferencePoint,FacCity,FacImpWaterFlg,FacPenaltyCount,FacFIPSCode,SDWA3yrComplQtrsHistory,FacDerivedWBD,FacLat,FacCollectionMethod,CurrVioFlag,FacStdCountyName,SDWAInformalCount,RegistryID,FacStreet,FacAccuracyMeters,FacCounty,FacLong
,,,Y,FL,,$0,,FL6532531,,A'S PLACE,,04,,N,0,1,,,,,,____VVVVV___U,,27.953115,County Centroid,0,,1,110053909106,,30000,POLK,-81.692783
,,,Y,FL,,$0,,FL6530020,,A-OK CAMPGROUND,,04,,Y,0,1,,,,,,_VV_VV__VVVVU,,27.953115,County Centroid,1,,5,110053833731,,30000,POLK,-81.692783
,,,Y,FL,,$0,,FL5260004,,"A. DUDA ; SONS, INC.",,04,,N,0,0,,,,,,____________U,,26.53934,County Centroid,0,,2,110053741885,,30000,HENDRY,-81.151584
,,,Y,FL,,$0,,FL4501683,,"A. DUDA ; SONS,INC(M.HOWELLER)",,04,,N,0,1,,,,,,VVVVVVVVVVV_U,,26.645763,County Centroid,0,,2,110053606530,,30000,PALM BEACH,-80.448673
,,,Y,FL,,$0,,FL4565070,,A;B WIRELESS,,04,,N,0,0,,,,,,____________U,,27.380775,County Centroid,0,,,110053748432,,30000,ST. LUCIE,-80.443364
,,,Y,FL,,$0,3,FL6584720,,AAA AUTO CLUB SOUTH,,04,,N,0,1,,,,,,VVVVVVVVVVV_U,,27.184386,County Centroid,0,,,110053873643,,30000,SARASOTA,-82.365835
,,,Y,FL,,$0,,FL3424817,,ABC CHILDREN'S COUNTRY CLUB,,04,,N,0,0,,,,,,____________U,,29.202805,County Centroid,0,,,110053722977,,30000,MARION,-82.0431
,,,Y,FL,,$0,,FL4504521,,ABC MONTESSORI OF JUPITER FARMS,,04,,N,0,0,,,,,,____________U,,26.645763,County Centroid,0,,,110053780477,,30000,PALM BEACH,-80.448673
,,,Y,FL,,$0,1,FL6535192,,ABE PETROLEUM INC / MULBERRY SUNOCO,,04,,N,0,0,,,,,,____________U,,27.953115,County Centroid,0,,,110053878728,,30000,POLK,-81.692783
,,,Y,FL,,$0,,FL4474491,,ABUNDANT BLESSINGS ASSEMBLY,,04,,N,0,0,,,,,,____________U,,27.385592,County Centroid,0,,,110053745578,,30000,OKEECHOBEE,-80.887388
,,,Y,FL,,$0,,FL2544461,,ABUNDANT LIFE MINISTRIES,,04,,N,0,1,,,,,,VVVVVV______U,,29.606006,County Centroid,0,,2,110053840340,,30000,PUTNAM,-81.740894
,,,Y,FL,,$0,,FL3350027,,ACA CAMP LAKE GENEVA (2 WPS),,04,,N,0,1,,,,,,VVVVVVVV____U,,28.764113,County Centroid,0,,,110053744640,,30000,LAKE,-81.712282
,,,Y,FL,,$0,,FL6515277,,ACADEMY AT THE FARM,,04,,N,0,0,,,,,,____________U,,28.302024,County Centroid,0,,,110053993737,,30000,PASCO,-82.455707
,2,,Y,FL,,$0,,FL6296365,,ACADEMY OF MONTESSORI INTERNATIONAL,,04,,N,2,1,,,,,,VVV_VVVVVVVVU,,28.45743,State Centroid,0,,10,110063340219,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL6292125,,ACADEMY OF TAMPA INC,,04,,N,0,1,,,,,,VVVVV_______U,,28.45743,State Centroid,0,,5,110054005214,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL2014204,,ACORN CLINIC,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,29.67574,County Centroid,1,,2,110053797174,,30000,ALACHUA,-82.357221
,,,Y,FL,,$0,,FL2544430,,ACOSTA CREEK MARINA LLC,,04,,N,0,0,,,,,,____________U,,29.606006,County Centroid,0,,,110053783152,,30000,PUTNAM,-81.740894
,,,Y,FL,,$0,1,FL6295369,,ACTS (AGENCY FOR COMMUNITY TREATMENT),,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053836916,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL5284105,,ADELAIDE SHORES RV RESORT,,04,,N,0,0,,,,,,____________U,,27.342627,County Centroid,0,,,110053775474,,30000,HIGHLANDS,-81.340921
,,,Y,FL,,$0,,FL3425150,,ADENA BEEF PROCESSING FACILITY,,04,,Y,0,1,,,,,,VVVVVV__VVVVU,,29.202805,County Centroid,1,,2,110063329241,,30000,MARION,-82.0431
,,,Y,FL,,$0,,FL6424794,,ADENA SPRINGS HOUSING FACILITY,,04,,N,0,1,,,,,,________VVVVU,,29.202805,County Centroid,0,,,110053841152,,30000,MARION,-82.0431
,,,Y,FL,,$0,,FL6424786,,ADESA-OCALA AUTO AUCTION,,04,,N,0,0,,,,,,____________U,,29.202805,County Centroid,0,,,110053841081,,30000,MARION,-82.0431
,,,Y,FL,,$0,,FL1320444,,ADMINISTRATIVE SERVICE CENTER - REGION 1,,04,,N,0,0,,,,,,____________U,,30.787812,County Centroid,0,,,110053724494,,30000,JACKSON,-85.210374
,,,Y,FL,,$0,1,FL2104428,,ADVANCE AUTO PARTS  # 9244,,04,,N,0,0,,,,,,____________U,,29.987116,County Centroid,0,,,110053609467,,30000,CLAY,-81.858147
,,,Y,FL,,$0,,FL2104439,,ADVANCE AUTO PARTS  # 9307,,04,,N,0,0,,,,,,____________U,,29.987116,County Centroid,0,,,110053790368,,30000,CLAY,-81.858147
,,,Y,FL,,$0,,FL2104429,,ADVANCE AUTO PARTS  # 9395,,04,,Y,0,1,,,,,,________VVVVU,,29.987116,County Centroid,1,,3,110053609476,,30000,CLAY,-81.858147
,,,Y,FL,,$0,2,FL6296140,,ADVANCE AUTO PARTS # 9496,,04,,N,0,1,,,,,,VVVVVVVVVVV_U,,28.45743,State Centroid,0,,9,110053764609,,100000,HILLS,-82.409148
,,,Y,FL,,$0,5,FL6296151,,ADVANCE AUTO PARTS # 9575,,04,,N,0,1,,,,,,VVVVVVVVVVV_U,,28.45743,State Centroid,0,,11,110053812166,,100000,HILLS,-82.409148
,,,Y,FL,,$0,3,FL6296059,,ADVANCE AUTO PARTS #9497,,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053715663,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL3424670,,ADVANCED DISPOSAL,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,29.202805,County Centroid,1,,,110053874919,,30000,MARION,-82.0431
12005,,,Y,FL,03140101,$0,,FL1034101,,ADVANCED EYE CARE OF BAY COUNTY PA,32405,04,32405,N,0,0,POINT WHERE SUBSTANCE IS MONITORED,PANAMA CITY,,,12005,________,031401010901,30.190574,INTERPOLATION-PHOTO,0,BAY COUNTY,,110005642714,2500 W 23RD ST,5,BAY COUNTY,-85.69631
,,,Y,FL,,$0,,FL2610012,,ADVENT CHRISTIAN VILLAGE,,04,,Y,0,1,,DOWLING PARK,,,,VVVVVVVVVVVVU,,30.189244,County Centroid,1,,2,110013195443,,30000,SUWANNEE,-82.992754
,,,Y,FL,,$0,,FL6095034,,ADVENTURELAND,,04,,N,0,0,,,,,,____________U,,28.843628,County Centroid,0,,,110053820825,,30000,CITRUS,-82.524796
,,,Y,FL,,$0,,FL1570880,,ADVENTURES UNLIMITED,,04,,N,0,0,,,,,,____________U,,30.703633,County Centroid,0,,,110053822075,,30000,SANTA ROSA,-87.014255
,,,Y,FL,,$0,1,FL2104437,,AERIE 4365,,04,,N,0,0,,,,,,____________U,,29.987116,County Centroid,0,,,110053790331,,30000,CLAY,-81.858147
,,,Y,FL,,$0,,FL2184255,,AFRIDI INVESTMENTS DBA SPEEDWAY,,04,,N,0,1,,,,,,______VV____U,,29.474894,County Centroid,0,,,110053774572,,30000,FLAGLER,-81.286362
,,,Y,FL,,$0,,FL6424721,,AGAPE BAPTIST CHURCH,,04,,N,0,0,,,,,,____________U,,29.202805,County Centroid,0,,,110053961236,,30000,MARION,-82.0431
,,,Y,FL,,$0,8,FL5364168,,AGAPE CHRISTIAN FELLOWSHIP INC.,,04,,N,0,0,,,,,,____________U,,26.552134,County Centroid,0,,2,110063354695,,30000,LEE,-81.89225
,,,Y,FL,,$0,,FL3484423,,AGAPE WORD CHURCH,,04,,Y,0,1,,,,,,VV______VVVVU,,28.514435,County Centroid,1,,2,110053784400,,30000,ORANGE,-81.323295
,,,Y,FL,,$0,,FL3484341,,AGRI-STARTS INC,,04,,Y,0,1,,,,,,________VVVVU,,28.514435,County Centroid,1,,,110053611855,,30000,ORANGE,-81.323295
,,,Y,FL,,$0,4,FL6295497,,AHAVA BAPTIST CHURCH,,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053597504,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL5264101,,AIRGLADES INDUSTRIAL PARK WTP,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,26.53934,County Centroid,1,,,110053654185,,30000,HENDRY,-81.151584
,,,Y,FL,,$0,,FL6272589,,AIRPORT FARMER'S AND FLEA MARKET,,04,,N,0,0,,,,,,____________U,,28.567911,County Centroid,0,,,110053827953,,30000,HERNANDO,-82.464835
,,,Y,FL,,$0,,FL1070008,,AIRPORT MOTEL,,04,,N,0,0,,,,,,____________U,,30.388801,County Centroid,0,,,110053716788,,30000,CALHOUN,-85.197916
,,,Y,FL,,$0,,FL4504097,,AIRPORT PLAZA,,04,,N,0,1,,,,,,_______V____U,,26.645763,County Centroid,0,,,110053793551,,30000,PALM BEACH,-80.448673
,,,Y,FL,,$0,,FL6296406,,AIRSTREAM OF TAMPA,,04,,N,0,0,,,,,,____________U,,27.90659,County Centroid,0,,,FL6296406,,30000,Hillsborough,-82.349568
,,,Y,FL,,$0,6,FL6588121,,AJAX PAVING,,04,,Y,0,1,,,,,,VVVVV___VVVVU,,27.184386,County Centroid,1,,4,110053988182,,30000,SARASOTA,-82.365835
,,,Y,FL,,$0,,FL2214184,,AKINS BBQ,,04,,N,0,0,,,,,,____________U,,29.723456,County Centroid,0,,,110053626199,,30000,GILCHRIST,-82.795801
,,,Y,FL,,$0,,FL2014203,,ALACHUA LEARNING CENTER,,04,,N,0,0,,,,,,____________U,,29.67574,County Centroid,0,,1,110053797165,,30000,ALACHUA,-82.357221
,,,Y,FL,,$0,,FL2010017,,ALACHUA WTP,32615,04,,Y,0,1,,ALACHUA,,,12001,VVVVVVVVVVVVU,,29.832816,Zip Code Centroid,1,ALACHUA COUNTY,4,110013193025,-,10000,ALACHUA,-82.48366
,,,Y,FL,,$0,1,FL6295290,,ALAFIA BAPTIST CHURCH,,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053803078,,100000,HILLS,-82.409148
12057,,,Y,FL,03100204,$0,2,FL6290548,,ALAFIA OAKS TP,33567,04,33567,Y,0,1,ENTRANCE POINT OF A FACILITY OR STATION,PLANT CITY,,,12057,VVVVVVVVVVVVU,031002040104,27.88823,ADDRESS MATCHING-HOUSE NUMBER,1,HILLSBOROUGH COUNTY,3,110013168892,8402 HENRY GEORGE ROAD,50,HILLS,-82.10421
,,,Y,FL,,$0,3,FL6296174,,ALAFIA RIVER STATE PARK BATH HOUSE,,04,,N,0,1,,,,,,_V__________U,,28.45743,State Centroid,0,,1,110053752355,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL6296211,,ALAFIA RIVER STATE PARK-PICNIC AREA,,04,,N,0,1,,,,,,_VV_________U,,28.45743,State Centroid,0,,1,110053708252,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL6296173,,ALAFIA RIVER STATE RECREATION MAINTENANC,,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053752346,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL6532529,,ALCOMA CARETAKING LLC,,04,,N,0,0,,,,,,____________U,,27.953115,County Centroid,0,,,110053909080,,30000,POLK,-81.692783
,,,Y,FL,,$0,,FL3424636,,ALFIES IRISH PUB ; RESTAURANT,,04,,N,0,0,,,,,,____________U,,29.202805,County Centroid,0,,,110053796102,,30000,MARION,-82.0431
,,,Y,FL,,$0,,FL1320011,,"ALFORD, TOWN OF WATER WORKS",,04,,Y,0,1,,ALFORD,,,,VVVVVVVVVVVSU,,30.69567,Place Name Centroid,1,,2,110013192197,,20000,JACKSON,-85.394629
,,,Y,FL,,$0,,FL5264084,,ALICO CAMP SITE,,04,,N,0,0,,,,,,____________U,,26.53934,County Centroid,0,,,110053697353,,30000,HENDRY,-81.151584
,,,Y,FL,,$0,,FL6296165,,ALL AMERICAN DINER,,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053752284,,100000,HILLS,-82.409148
,,,Y,FL,,$0,3,FL6294940,,ALL AREA ROOFING,,04,,Y,0,1,,,,,,__VV_______VU,,28.45743,State Centroid,1,,1,110053794621,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL3594196,,ALL IN THE FAMILY BAR,,04,,N,0,0,,,,,,____________U,,28.690079,County Centroid,0,,,110053742410,,30000,SEMINOLE,-81.13198
,,,Y,FL,,$0,,FL6515257,,ALL KIDS ACADEMY,,04,,N,0,0,,,,,,____________U,,28.302024,County Centroid,0,,,110053914715,,30000,PASCO,-82.455707
,,,Y,FL,,$0,1,FL4504969,,ALL STAR KIDS EARLY LEARN.CTR.,,04,,N,0,0,,,,,,____________U,,26.645763,County Centroid,0,,1,110053712880,,30000,PALM BEACH,-80.448673
,,,Y,FL,,$0,3,FL6588083,,ALL STAR MANAGEMENT,,04,,N,0,0,,,,,,____________U,,27.184386,County Centroid,0,,,110053879193,,30000,SARASOTA,-82.365835
,,,Y,FL,,$0,,FL2341194,,ALLEN MILL POND,,04,,N,0,0,,,,,,V___________U,,29.990066,County Centroid,0,,4,110053753808,,30000,LAFAYETTE,-83.17851
,,,Y,FL,,$0,1,FL6095024,,"ALLEN-RAWLS POST#77, INC",,04,,N,0,0,,,,,,____________U,,28.843628,County Centroid,0,,,110053820727,,30000,CITRUS,-82.524796
,,,Y,FL,,$0,,FL1324236,,ALLIANCE HILL RV PARK,,04,,Y,0,1,,,,,,________VVVVU,,30.787812,County Centroid,1,,,110053712096,,30000,JACKSON,-85.210374
,,,Y,FL,,$0,,FL2041445,,ALLIGATOR CREEK STOP CAMP,,04,,N,0,0,,,,,,____________U,,29.946934,County Centroid,0,,,110053815813,,30000,BRADFORD,-82.166796
12037,,,Y,FL,03120003,$0,,FL1190013,,ALLIGATOR POINT WATER - NEW WATER PLANT,32329,04,32358,N,0,1,,ALLIGATOR POINT,,,12133,______VVVVV_U,031300130403,29.94317,,0,WASHINGTON COUNTY,,110062766092,"1MILE NORTH OF US 98, 1/8 MILE WEST OF STATE ROAD",81709,WASHINGTON COUNTY,-84.40183
,,,Y,FL,,$0,5,FL6295353,,"ALLSTATE BUSINESS CENTERS, INC.",,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053608878,,100000,HILLS,-82.409148
12101,,,Y,FL,03100207,$0,,FL6510050,,ALOHA GARDENS UTILITIES,34655,04,34655,N,0,1,CENTER OF A FACILITY OR STATION,NEW PORT RICHEY,,,12101,VVVVVVVVVV__U,031002070502,28.19445,ADDRESS MATCHING-HOUSE NUMBER,0,PASCO COUNTY,,110013165564,6915 PERRINE RANCH ROAD,30,PASCO,-82.70016
,,,Y,FL,,$0,1,FL1324046,,ALONG THE WAY DAYCARE,,04,,N,0,1,,,,,,VVVV__VVVVVVU,,30.787812,County Centroid,0,,,110053803229,,30000,JACKSON,-85.210374
,,,Y,FL,,$0,,FL6280010,,ALPINE MOBILE HOME PARK,,04,,N,0,0,,,,,,____________U,,27.342627,County Centroid,0,,,110053872626,,30000,HIGHLANDS,-81.340921
,,,Y,FL,,$0,,FL3590026,,ALTAMONTE SPRINGS WATER DEPT (3 WPS),,04,,N,0,1,,,,,,__V_________U,,28.690079,County Centroid,0,,,110013235141,,30000,SEMINOLE,-81.13198
,,,Y,FL,,$0,,FL1070014,,"ALTHA, TOWN OF WATER SYSTEM",,04,,N,0,1,,ALTHA,,,,________VV__U,,30.57335,Place Name Centroid,0,,1,110013191884,,20000,CALHOUN,-85.126082
,,,Y,FL,,$0,,FL3354834,,ALTOONA CONG OF JEH WITNESSES,,04,,N,0,1,,,,,,__VV_____VV_U,,28.764113,County Centroid,0,,4,110053757181,,30000,LAKE,-81.712282
,,,Y,FL,,$0,,FL3354851,,ALTOONA DISCOUNT FOOD STORE,,04,,Y,0,1,,,,,,VVVVVV__VVVVU,,28.764113,County Centroid,1,,3,110053804013,,30000,LAKE,-81.712282
,,,Y,FL,,$0,,FL3354709,,ALTOONA FOOD MART,,04,,N,0,1,,,,,,_____VV_____U,,28.764113,County Centroid,0,,3,110053787283,,30000,LAKE,-81.712282
,,,Y,FL,,$0,,FL3354663,,ALTOONA SCHOOL INC.,,04,,N,0,1,,,,,,VVVV________U,,28.764113,County Centroid,0,,,110053750758,,30000,LAKE,-81.712282
,,,Y,FL,,$0,1,FL6530054,,ALTURAS ELEMENTARY,,04,,N,0,0,,,,,,____________U,,27.953115,County Centroid,0,,,110053833866,,30000,POLK,-81.692783
,,,Y,FL,,$0,2,FL6530057,,ALTURAS WATER WORKS,33820,04,,N,0,1,,ALTURAS,,,12105,_VVV________U,,27.819747,Zip Code Centroid,0,POLK COUNTY,2,110013164020,PACKING HOUSE RD,10000,POLK,-81.822437
,,,Y,FL,,$0,2,FL5364115,,ALVA COUNTRY DINER,,04,,N,0,1,,,,,,VVVVVVVVVV__U,,26.552134,County Centroid,0,,2,110053690065,,30000,LEE,-81.89225
,,,Y,FL,,$0,2,FL5364162,,ALVA VILLAGE MARKET,,04,,N,0,0,,,,,,____________U,,26.552134,County Centroid,0,,,110053639755,,30000,LEE,-81.89225
,,,Y,FL,,$0,,FL2454319,,AMELIA ISLAND YACHT BASIN,,04,,N,0,0,,,,,,____________U,,30.605926,County Centroid,0,,,110053739594,,30000,NASSAU,-81.764929
,,,Y,FL,,$0,,FL2164448,,AMERICA'S AUTO AUCTION,,04,,N,0,1,,,,,,VVVVVVVVVVV_U,,28.45743,State Centroid,0,,2,110053768375,,100000,DUVAL,-82.409148
,,,Y,FL,,$0,,FL4131250,,AMERICA'S BEST INN,,04,,N,0,0,,,,,,____________U,,25.610494,County Centroid,0,,,110053793873,,30000,MIAMI-DADE,-80.499045
,,,Y,FL,,$0,,FL2611105,,AMERICA'S BEST VALUE INN,,04,,N,0,0,,,,,,____________U,,30.189244,County Centroid,0,,,110053810239,,30000,SUWANNEE,-82.992754
,,,Y,FL,,$0,,FL2454347,,AMERICAN BEACH VILLAS,,04,,N,0,1,,,,,,VVVVVVVVVVV_U,,30.605926,County Centroid,0,,,110053727339,,30000,NASSAU,-81.764929
,,,Y,FL,,$0,,FL6605033,,AMERICAN CEMENT COMPANY,,04,,N,0,1,,,,,,VVV_________U,,28.714294,County Centroid,0,,,110053976159,,30000,SUMTER,-82.074715
,,,Y,FL,,$0,,FL6094918,,AMERICAN FOODS GROCERY ; DELI,,04,,N,0,0,,,,,,____________U,,28.843628,County Centroid,0,,,110053863734,,30000,CITRUS,-82.524796
,,,Y,FL,,$0,1,FL6295510,,AMERICAN LEGION #111,,04,,N,0,0,,,,,,____________U,,28.45743,State Centroid,0,,,110053597568,,100000,HILLS,-82.409148
,,,Y,FL,,$0,,FL6512867,,AMERICAN LEGION POST #335,,04,,N,0,0,,,,,,____________U,,28.302024,County Centroid,0,,,110053844453,,30000,PASCO,-82.455707
,,,Y,FL,,$0,1,FL6604853,,AMERICAN LEGION POST 101,,04,,N,0,0,,,,,,____________U,,28.714294,County Centroid,0,,,110053954182,,30000,SUMTER,-82.074715
,1,,Y,FL,,$0,4,FL6588038,,AMERICAN LEGION POST 254 NP.,,04,,Y,1,1,,,,,,__VV_VV_VVVVU,,27.184386,County Centroid,1,,2,110053843169,,30000,SARASOTA,-82.365835
,,,Y,FL,,$0,,FL3424942,,AMERICAN PANEL CORPORATION,,04,,N,0,0,,,,,,____________U,,29.202805,County Centroid,0,,2,110053736105,,30000,MARION,-82.0431
