FacDerivedStctyFIPS,SDWAFormalActionCount,FacDateLastPenalty,SDWISFlag,FacState,FacDerivedHuc,FacTotalPenalties,SDWAInspections5yr,SDWAIDs,FacLastPenaltyAmt,FacName,FacZip,FacEPARegion,FacDerivedZip,NC,FacFormalActionCount,ViolFlag,FacReferencePoint,FacCity,FacImpWaterFlg,FacPenaltyCount,FacFIPSCode,SDWA3yrComplQtrsHistory,FacDerivedWBD,FacLat,FacCollectionMethod,CurrVioFlag,FacStdCountyName,SDWAInformalCount,RegistryID,FacStreet,FacAccuracyMeters,FacCounty,FacLong
,1,,Y,TN,,$0,,TN0000061,,BLUFF CITY WATER DEPARTMENT,,04,,Y,1,1,,BLUFF CITY,,,,VVVVVVVVVVVVU,,36.459484,Place Name Centroid,1,,16,110012857514,,20000,SULLIVAN,-82.277888
,,,Y,TN,,$0,,TN0004429,,BOGGS SUBDIVISION,,04,,N,0,1,,,,,,VVVVVVVVVVVVU,,36.277463,County Centroid,0,,2,110051905569,,30000,GRAINGER,-83.509493
,,,Y,TN,,$0,,TN0000063,,BOLIVAR WATER SYSTEM,,04,,N,0,0,,BOLIVAR,,,,____________U,,35.266015,Place Name Centroid,0,,,110012951289,,20000,HARDEMAN,-89.014924
47081,,,Y,TN,06040003,$0,,TN0000066,,BON AQUA-LYLES UD,37098,04,37098,N,0,0,ENTRANCE POINT OF A FACILITY OR STATION,LYLES,,,47081,____________U,060400030704,35.917456,ADDRESS MATCHING-HOUSE NUMBER,0,HICKMAN COUNTY,,110012857578,7964 SPOT LIGHT RD,50,HICKMAN,-87.333174
47185,,,Y,TN,05130108,$0,,TN0000653,,BON DE CROFT UTILITY DISTRICT,,04,38583,N,0,0,CENTER OF A FACILITY OR STATION,,,,47185,____________U,051301080304,35.94663,ADDRESS MATCHING-HOUSE NUMBER,0,WHITE COUNTY,,110029526653,,30,WHITE,-85.31387
,,,Y,TN,,$0,,TN0004940,,BOTTOMS UP BAR & GRILL,,04,,N,0,1,,,,,,VVV_________U,,36.04044,County Centroid,0,,3,110052652090,,30000,HUMPHREYS,-87.790625
,,,Y,TN,,$0,,TN0000067,,BRADFORD WATER SYSTEM,,04,,N,0,0,,BRADFORD,,,,____________U,,36.074049,Place Name Centroid,0,,,110012857612,,20000,GIBSON,-88.815655
,,,Y,TN,,$0,,TN0004186,,BRANDON SPRINGS-LBL,,04,,N,0,0,,,,,,____________U,,36.511756,County Centroid,0,,,110051884261,,30000,STEWART,-87.851548
47187,,,Y,TN,05130204,$0,,TN0000069,,BRENTWOOD WATER DEPT.,37027,04,37027,N,0,0,CENTER OF A FACILITY OR STATION,BRENTWOOD,,,47187,____________U,051302040601,36.03504,ADDRESS MATCHING-HOUSE NUMBER,0,WILLIAMSON COUNTY,,110012951323,5211 MARYLAND WAY,30,WILLIAMSON,-86.80506
,,,Y,TN,,$0,,TN0001471,,"BRIDGEMONT MINISTRIES, INC.",,04,,N,0,0,,,,,,____________U,,35.791284,County Centroid,0,,,110052730354,,30000,SEVIER,-83.521955
,,,Y,TN,,$0,,TN0000070,,BRIGHTON WATER SYSTEM,,04,,Y,0,1,,BRIGHTON,,,,VVVVVVVVVVVVU,,35.481593,Place Name Centroid,1,,2,110012857630,,20000,TIPTON,-89.73371
,,,Y,TN,,$0,,TN0000073,,BRISTOL DEPT. UTILITIES,,04,,N,0,0,,BRISTOL,,,,____________U,,36.558788,Place Name Centroid,0,,,110012857658,,20000,SULLIVAN,-82.216961
47163,1,,Y,TN,06010102,$0,,TN0000079,,BRISTOL/BLUFF CITY UTILITY DISTRICT WTP,37618,04,37618,Y,1,1,ENTRANCE POINT OF A FACILITY OR STATION,BLUFF CITY,Y,,47163,VVVSVVVVVVVVU,060101020602,36.474906,ADDRESS MATCHING-HOUSE NUMBER,1,SULLIVAN COUNTY,7,110012857729,318 RIVERVIEW DRIVE # B,50,SULLIVAN,-82.245736
,,,Y,TN,,$0,,TN0004775,,BRITTON FORD CAMPGROUND,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,36.325398,County Centroid,1,,2,110052515113,,30000,HENRY,-88.300384
,,,Y,TN,,$0,,TN0004532,,BROKEN ARROW TRAVEL CAMP,,04,,N,0,1,,,,,,VVVVVVVVV___U,,35.447666,County Centroid,0,,3,110052673200,,30000,MONROE,-84.249786
,,,Y,TN,,$0,,TN0004838,,BROOKSIDE RESORT CABINS,,04,,N,0,1,,,,,,_____VV_____U,,35.791284,County Centroid,0,,3,110052519280,,30000,SEVIER,-83.521955
,,,Y,TN,,$0,,TN0005053,,BROTHER'S COVE HOA,,04,,N,0,0,,,,,,____________U,,35.791284,County Centroid,0,,,110052636279,,30000,SEVIER,-83.521955
47091,,,Y,TN,06010103,$0,,TN0000480,,BROWNLOW UTILITY DISTRICT,37683,04,37683,Y,0,1,CENTER OF A FACILITY OR STATION,MOUNTAIN CITY,,,47091,VVVVVVVVVVVVU,060101030104,36.39787,ADDRESS MATCHING-HOUSE NUMBER,1,JOHNSON COUNTY,4,110012949569,889 REECE HILL ROAD,30,JOHNSON,-81.83563
47075,,,Y,TN,08010205,$0,,TN0000080,,BROWNSVILLE WATER DEPT,38012,04,38012,N,0,0,ENTRANCE POINT OF A FACILITY OR STATION,BROWNSVILLE,,,47075,____________U,080102080506,35.594198,ADDRESS MATCHING-HOUSE NUMBER,0,HAYWOOD COUNTY,,110012857774,25 NORTH LAFAYETTE - P.O. BOX 424,50,HAYWOOD,-89.262942
,,,Y,TN,,$0,,TN0000081,,BRUCETON WATER SYSTEM,,04,,N,0,0,,BRUCETON,,,,____________U,,36.033946,Place Name Centroid,0,,,110012951396,,20000,CARROLL,-88.246966
,,,Y,TN,,$0,,TN0009668,,BUCHANAN RESORT #1,,04,,Y,0,1,,,,,,_VVVVVVVVVVVU,,36.325398,County Centroid,1,,4,110050501667,,30000,HENRY,-88.300384
,,,Y,TN,,$0,,TN0004967,,BUCHANAN RESORT #2,,04,,Y,0,1,,,,,,_VVVVVVVVVVVU,,36.325398,County Centroid,1,,4,110051868341,,30000,HENRY,-88.300384
,,,Y,TN,,$0,,TN0004641,,BUCKHORN INN,,04,,N,0,1,,,,,,________VV__U,,35.791284,County Centroid,0,,4,110052633940,,30000,SEVIER,-83.521955
,,,Y,TN,,$0,,TN0004158,,BUMPUS MILLS-LAKE BARKLEY CMPG,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,36.511756,County Centroid,1,,2,110052505856,,30000,STEWART,-87.851548
,,,Y,TN,,$0,,TN0005183,,BUNCH HOLLOW CAMPGROUND & RESORT,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,36.501557,County Centroid,1,,4,TN0005183,,30000,Claiborne,-83.660724
,,,Y,TN,,$0,,TN0004415,,BUSH BROTHERS #3,,04,,N,0,0,,,,,,____________U,,36.048479,County Centroid,0,,,110052501547,,30000,JEFFERSON,-83.440966
,1,,Y,TN,,$0,,TN0000088,,BYRDSTOWN WATER DEPT,,04,,Y,1,1,,BYRDSTOWN,,,,SSVSSSSSSSSSU,,36.573501,Place Name Centroid,1,,40,110012951449,,20000,PICKETT,-85.134032
,,,Y,TN,,$0,,TN0001262,,CABLE MILL COMFORT STATION,,04,,N,0,0,,,,,,____________U,,35.688185,County Centroid,0,,,110052565755,,30000,BLOUNT,-83.922973
,,,Y,TN,,$0,,TN0001263,,CADES COVE CAMPGROUND,,04,,Y,0,1,,,,,,SSSSSSSSSSSSU,,35.688185,County Centroid,1,,8,110052565764,,30000,BLOUNT,-83.922973
47153,,,Y,TN,06020004,$0,,TN0000927,,CAGLE-FREDONIA UTILITY DIST,37327,04,37327,N,0,0,ENTRANCE POINT OF A FACILITY OR STATION,DUNLAP,,,47153,____________U,060200040106,35.465795,ADDRESS MATCHING-HOUSE NUMBER,0,SEQUATCHIE COUNTY,,110012844299,7449 STATE ROUTE 399,50,SEQUATCHIE,-85.479303
47107,,,Y,TN,06020002,$0,,TN0000106,,CALHOUN-CHARLESTON UTILITY DIS,37309,04,37309,Y,0,1,CENTER OF A FACILITY OR STATION,CALHOUN,,,47107,VVVVVVVVVVVVU,060200021406,35.29305,ADDRESS MATCHING-HOUSE NUMBER,1,MCMINN COUNTY,,110012855614,144 S MAIN ST,30,MCMINN,-84.74987
,1,,Y,TN,,$0,,TN0000090,,CAMDEN WATER DEPT,,04,,N,1,0,,CAMDEN,,,,____________U,,36.06626,Place Name Centroid,0,,7,110012857881,,20000,BENTON,-88.104389
,,,Y,TN,,$0,,TN0003899,,CAMP AHISTADI,,04,,N,0,0,,,,,,____________U,,36.453204,County Centroid,0,,,110052625389,,30000,JOHNSON,-81.861237
,,,Y,TN,,$0,,TN0004413,,CAMP BA-YO-CA,,04,,N,0,0,,,,,,____________U,,35.791284,County Centroid,0,,,110052501501,,30000,SEVIER,-83.521955
,,,Y,TN,,$0,,TN0001194,,CAMP CHEROKEE-MCMINN CO,,04,,N,0,0,,,,,,____________U,,35.424471,County Centroid,0,,,110052564603,,30000,MCMINN,-84.619963
,,,Y,TN,,$0,,TN0004321,,CAMP CHEROKEE-POLK CO,,04,,N,0,0,,,,,,____________U,,35.109437,County Centroid,0,,,110052581407,,30000,POLK,-84.541112
,,,Y,TN,,$0,,TN0004102,,CAMP CLARK WILLIAMSON,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,35.606056,County Centroid,1,,2,110051907807,,30000,MADISON,-88.833424
,,,Y,TN,,$0,,TN0005033,,CAMP CLARK WILLIAMSON LODGE,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,35.606056,County Centroid,1,,2,110052582040,,30000,MADISON,-88.833424
,,,Y,TN,,$0,,TN0002020,,CAMP DAVY CROCKET,,04,,Y,0,1,,,,,,VVVVSVVVVVVVU,,36.452206,County Centroid,1,,5,110052528546,,30000,HAWKINS,-82.931386
,,,Y,TN,,$0,,TN0005041,,CAMP LIVING STONES,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,35.424471,County Centroid,1,,5,110051885876,,30000,MCMINN,-84.619963
,,,Y,TN,,$0,,TN0001854,,CAMP MACK MORRIS,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,36.069253,County Centroid,1,,6,110051868788,,30000,BENTON,-88.071212
,1,,Y,TN,,$0,,TN0003701,,CAMP MARYMOUNT,,04,,Y,1,1,,,,,,VVVVVVVVVVVVU,,35.894972,County Centroid,1,,4,110052663970,,30000,WILLIAMSON,-86.896958
,,,Y,TN,,$0,,TN0005025,,CANE CREEK BAPTIST CHURCH,,04,,N,0,0,,,,,,____________U,,35.606056,County Centroid,0,,,110052535306,,30000,MADISON,-88.833424
47091,1,,Y,TN,06010103,$0,,TN0000085,,CARDERVIEW UTILITY DISTRICT,37640,04,37640,Y,1,1,CENTER OF A FACILITY OR STATION,BUTLER,,,47091,SSSSSSSSSSSSU,060101030306,36.3538,ADDRESS MATCHING-HOUSE NUMBER,1,JOHNSON COUNTY,18,110012857827,176 PIERCETOWN RD,30,JOHNSON,-82.0318
,,,Y,TN,,$0,,TN0004565,,CARMACK'S FISH BARN,,04,,N,0,0,,,,,,____________U,,36.325398,County Centroid,0,,,110052642119,,30000,HENRY,-88.300384
,1,,Y,TN,,$0,,TN0000095,,CARTHAGE WATER SYSTEM,,04,,Y,1,1,,CARTHAGE,,,,VVVVVVVV__VVU,,36.256436,Place Name Centroid,1,,4,110012857925,,20000,SMITH,-85.943091
,,,Y,TN,,$0,,TN0000322,,CARYVILLE-JACKSBORO U. D.,,04,,N,0,0,,JACKSBORO,,,,____________U,,36.335339,Place Name Centroid,0,,,110012853340,,20000,CAMPBELL,-84.192585
47169,,,Y,TN,05130201,$0,,TN0000097,,CASTALIAN SPRINGS-BETHPAGE U D,37031,04,37031,Y,0,1,CENTER OF A FACILITY OR STATION,CASTALIAN SPRINGS,,,47169,___________VU,051302010309,36.38779,ADDRESS MATCHING-HOUSE NUMBER,1,TROUSDALE COUNTY,3,110012857989,185 HIGHWAY 25 W,30,SUMNER,-86.268
,,,Y,TN,,$0,,TN0003524,,CEDAR GROVE BAPTIST CHURCH,,04,,N,0,0,,,,,,____________U,,36.04044,County Centroid,0,,,110052602297,,30000,HUMPHREYS,-87.790625
,,,Y,TN,,$0,,TN0000098,,CEDAR GROVE UTILITY DISTRICT,38321,04,,N,0,0,,CEDAR GROVE,,,47017,____________U,,35.86589,Zip Code Centroid,0,CARROLL COUNTY,8,110012858005,3100 HIGHWAY 220,10000,CARROLL,-88.53518
,,,Y,TN,,$0,,TN0004198,,CEDAR POINT CAMPGROUND,,04,,Y,0,1,,,,,,VVVVVVVVVVVVU,,35.488759,County Centroid,1,,2,110051884430,,30000,COFFEE,-86.078219
47027,,,Y,TN,05130105,$0,,TN0000099,,CELINA WATER SYSTEM,38551,04,38551,Y,0,1,ENTRANCE POINT OF A FACILITY OR STATION,CELINA,,,47027,VVVVVVVVVVVVU,051301060104,36.555728,ADDRESS MATCHING-HOUSE NUMBER,1,CLAY COUNTY,3,110012858023,143 CORDELL HULL DR,50,CLAY,-85.506872
