site_no,url,lat,long,id,county,state,hydrolic_unit_id,id2
15258000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15258000&agency_cd=USGS,60.492778,149.807778,NAD27,Kenai Peninsula Borough,Alaska,19020302,NAVD88
15261000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15261000&agency_cd=USGS,60.480556,149.880556,NAD27,Kenai Peninsula Borough,Alaska,19020302,NAVD88
15266300,https://waterdata.usgs.gov/nwis/inventory/?site_no=15266300&agency_cd=USGS,60.4775,151.079444,NAD27,Kenai Peninsula Borough,Alaska,19020302,NAVD88
15276000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15276000&agency_cd=USGS,61.225556,149.635,NAD27,Municipality Of Anchorage,Alaska,19020401,NAVD88
15283700,https://waterdata.usgs.gov/nwis/inventory/?site_no=15283700&agency_cd=USGS,61.683333,149.043333,NAD27,Matanuska-Susitna Borough,Alaska,19020402,NAVD88
15284000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15284000&agency_cd=USGS,61.609167,149.070833,NAD27,Matanuska-Susitna Borough,Alaska,19020402,NAVD88
15290000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15290000&agency_cd=USGS,61.710278,149.229722,NAD27,Matanuska-Susitna Borough,Alaska,19020505,NAVD88
15292700,https://waterdata.usgs.gov/nwis/inventory/?site_no=15292700&agency_cd=USGS,62.346944,150.016944,NAD27,Matanuska-Susitna Borough,Alaska,19020503,NGVD29
15292800,https://waterdata.usgs.gov/nwis/inventory/?site_no=15292800&agency_cd=USGS,62.105278,150.0575,NAD27,Matanuska-Susitna Borough,Alaska,19020505,NAVD88
15293200,https://waterdata.usgs.gov/nwis/inventory/?site_no=15293200&agency_cd=USGS,61.926389,150.070833,NAD27,Matanuska-Susitna Borough,Alaska,19020505,NAVD88
15294005,https://waterdata.usgs.gov/nwis/inventory/?site_no=15294005&agency_cd=USGS,61.780833,149.884444,NAD27,Matanuska-Susitna Borough,Alaska,19020505,NAVD88
15294080,https://waterdata.usgs.gov/nwis/inventory/?site_no=15294080&agency_cd=USGS,62.132833,150.538667,NAD83,Matanuska-Susitna Borough,Alaska,19020505,NAVD88
15295700,https://waterdata.usgs.gov/nwis/inventory/?site_no=15295700&agency_cd=USGS,57.694722,153.161667,NAD27,Kodiak Island Borough,Alaska,19020701,NGVD29
15297475,https://waterdata.usgs.gov/nwis/inventory/?site_no=15297475&agency_cd=USGS,57.816667,152.622222,NAD27,Kodiak Island Borough,Alaska,19020701,
15297610,https://waterdata.usgs.gov/nwis/inventory/?site_no=15297610&agency_cd=USGS,55.177778,162.6875,NAD27,Aleutians East Borough,Alaska,19030101,NGVD29
15298040,https://waterdata.usgs.gov/nwis/inventory/?site_no=15298040&agency_cd=USGS,60.204333,154.702222,NAD27,Lake And Peninsula Borough,Alaska,19030205,NGVD29
15300300,https://waterdata.usgs.gov/nwis/inventory/?site_no=15300300&agency_cd=USGS,59.758611,153.844722,NAD27,Lake And Peninsula Borough,Alaska,19030206,NGVD29
15302000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15302000&agency_cd=USGS,59.935556,158.187778,NAD27,Dillingham Census Area County,Alaska,19030301,NGVD29
15302200,https://waterdata.usgs.gov/nwis/inventory/?site_no=15302200&agency_cd=USGS,59.793333,155.5225,NAD27,Lake And Peninsula Borough,Alaska,19030302,NGVD29
15302812,https://waterdata.usgs.gov/nwis/inventory/?site_no=15302812&agency_cd=USGS,59.415,157.804167,NAD83,Dillingham Census Area County,Alaska,19030303,NGVD29
15304010,https://waterdata.usgs.gov/nwis/inventory/?site_no=15304010&agency_cd=USGS,61.89,158.154444,NAD27,Bethel Census Area County,Alaska,19030501,NGVD29
15310002,https://waterdata.usgs.gov/nwis/inventory/?site_no=15310002&agency_cd=USGS,64.034444,142.528333,NAD83,Southeast Fairbanks Census Area County,Alaska,19040104,NGVD29
15348000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15348000&agency_cd=USGS,64.309167,141.402222,NAD27,Southeast Fairbanks Census Area County,Alaska,19070502,NGVD29
15484000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15484000&agency_cd=USGS,64.471528,146.928056,NAD83,Fairbanks North Star Borough,Alaska,19080305,NAVD88
15493000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15493000&agency_cd=USGS,64.901972,146.361333,NAD83,Fairbanks North Star Borough,Alaska,19080306,NAVD88
15515500,https://waterdata.usgs.gov/nwis/inventory/?site_no=15515500&agency_cd=USGS,64.564944,149.094,NAD83,Yukon-Koyukuk Census Area County,Alaska,19080307,NAVD88
15519100,https://waterdata.usgs.gov/nwis/inventory/?site_no=15519100&agency_cd=USGS,65.465278,148.628611,NAD27,Yukon-Koyukuk Census Area County,Alaska,19080309,NGVD29
15564879,https://waterdata.usgs.gov/nwis/inventory/?site_no=15564879&agency_cd=USGS,67.254444,150.177222,NAD83,Yukon-Koyukuk Census Area County,Alaska,19090101,NAVD88
15565447,https://waterdata.usgs.gov/nwis/inventory/?site_no=15565447&agency_cd=USGS,61.934444,162.880556,NAD27,Wade Hampton Census Area County,Alaska,19090304,NGVD29
15580095,https://waterdata.usgs.gov/nwis/inventory/?site_no=15580095&agency_cd=USGS,64.891944,163.67,NAD83,Nome Census Area County,Alaska,19050104,NGVD29
15747000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15747000&agency_cd=USGS,67.876111,163.674444,NAD27,Northwest Arctic Borough,Alaska,19050404,NAVD88
15803000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15803000&agency_cd=USGS,70.495833,157.3925,NAD27,North Slope Borough,Alaska,19060203,NGVD29
15896000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15896000&agency_cd=USGS,70.281667,148.959722,NAD27,North Slope Borough,Alaska,19060401,NGVD29
15908000,https://waterdata.usgs.gov/nwis/inventory/?site_no=15908000&agency_cd=USGS,69.015833,148.817778,NAD83,North Slope Borough,Alaska,19060402,NAVD88
582359134352103,https://waterdata.usgs.gov/nwis/inventory/?site_no=582359134352103&agency_cd=USGS,58.399722,134.589167,NAD27,City And Borough Of Juneau,Alaska,19010301,NGVD29
09380000,https://waterdata.usgs.gov/nwis/inventory/?site_no=09380000&agency_cd=USGS,36.864333,111.587872,NAD83,Coconino County,Arizona,14070006,NAVD88
09402300,https://waterdata.usgs.gov/nwis/inventory/?site_no=09402300&agency_cd=USGS,36.195278,111.776389,NAD27,Coconino County,Arizona,15020016,NGVD29
09404115,https://waterdata.usgs.gov/nwis/inventory/?site_no=09404115&agency_cd=USGS,36.305833,112.760556,NAD27,Coconino County,Arizona,15010002,NGVD29
09471000,https://waterdata.usgs.gov/nwis/inventory/?site_no=09471000&agency_cd=USGS,31.625833,110.173889,NAD27,Cochise County,Arizona,15050202,NGVD29
09505800,https://waterdata.usgs.gov/nwis/inventory/?site_no=09505800&agency_cd=USGS,34.538611,111.693333,NAD27,Yavapai County,Arizona,15060203,NGVD29
07048495,https://waterdata.usgs.gov/nwis/inventory/?site_no=07048495&agency_cd=USGS,36.043258,94.136022,NAD83,Washington County,Arkansas,11010001,NAVD88
07048550,https://waterdata.usgs.gov/nwis/inventory/?site_no=07048550&agency_cd=USGS,36.053889,94.083056,NAD83,Washington County,Arkansas,11010001,
07048600,https://waterdata.usgs.gov/nwis/inventory/?site_no=07048600&agency_cd=USGS,36.073056,94.081111,NAD83,Washington County,Arkansas,11010001,NGVD29
07049050,https://waterdata.usgs.gov/nwis/inventory/?site_no=07049050&agency_cd=USGS,36.2675,93.943056,NAD27,Benton County,Arkansas,11010001,NAVD88
07049691,https://waterdata.usgs.gov/nwis/inventory/?site_no=07049691&agency_cd=USGS,36.420833,93.847222,NAD83,Carroll County,Arkansas,11010001,
07054501,https://waterdata.usgs.gov/nwis/inventory/?site_no=07054501&agency_cd=USGS,36.365,92.575,NAD83,Baxter County,Arkansas,11010003,
07054502,https://waterdata.usgs.gov/nwis/inventory/?site_no=07054502&agency_cd=USGS,36.362222,92.586389,NAD83,Marion County,Arkansas,11010003,NGVD29
07054527,https://waterdata.usgs.gov/nwis/inventory/?site_no=07054527&agency_cd=USGS,36.343611,92.574167,NAD83,Marion County,Arkansas,11010003,NAVD88
07055646,https://waterdata.usgs.gov/nwis/inventory/?site_no=07055646&agency_cd=USGS,35.938889,93.405,NAD83,Newton County,Arkansas,11010005,
07055660,https://waterdata.usgs.gov/nwis/inventory/?site_no=07055660&agency_cd=USGS,36.0225,93.354722,NAD83,Newton County,Arkansas,11010005,
07055790,https://waterdata.usgs.gov/nwis/inventory/?site_no=07055790&agency_cd=USGS,35.938611,93.072667,NAD83,Newton County,Arkansas,11010005,
07060000,https://waterdata.usgs.gov/nwis/inventory/?site_no=07060000&agency_cd=USGS,36.249167,92.238333,NAD27,Baxter County,Arkansas,11010006,
07060500,https://waterdata.usgs.gov/nwis/inventory/?site_no=07060500&agency_cd=USGS,36.116667,92.143056,NAD83,Izard County,Arkansas,11010004,NGVD29
07060710,https://waterdata.usgs.gov/nwis/inventory/?site_no=07060710&agency_cd=USGS,35.991667,92.213889,NAD83,Stone County,Arkansas,11010004,NGVD29
07064060,https://waterdata.usgs.gov/nwis/inventory/?site_no=07064060&agency_cd=USGS,36.324556,90.779889,NAD83,Randolph County,Arkansas,11010007,NAVD88
07069190,https://waterdata.usgs.gov/nwis/inventory/?site_no=07069190&agency_cd=USGS,36.497778,91.535556,NAD83,Fulton County,Arkansas,11010010,
07074000,https://waterdata.usgs.gov/nwis/inventory/?site_no=07074000&agency_cd=USGS,36.111111,91.449444,NAD83,Sharp County,Arkansas,11010012,NGVD29
07075250,https://waterdata.usgs.gov/nwis/inventory/?site_no=07075250&agency_cd=USGS,35.54705,92.707667,NAD83,Van Buren County,Arkansas,11010014,NAVD88
07075270,https://waterdata.usgs.gov/nwis/inventory/?site_no=07075270&agency_cd=USGS,35.569722,92.621944,NAD83,Van Buren County,Arkansas,11010014,
07075300,https://waterdata.usgs.gov/nwis/inventory/?site_no=07075300&agency_cd=USGS,35.586944,92.451389,NAD83,Van Buren County,Arkansas,11010014,NGVD29
07076000,https://waterdata.usgs.gov/nwis/inventory/?site_no=07076000&agency_cd=USGS,35.517222,91.997222,NAD83,Cleburne County,Arkansas,11010014,NGVD29
07076517,https://waterdata.usgs.gov/nwis/inventory/?site_no=07076517&agency_cd=USGS,35.438056,91.745833,NAD83,White County,Arkansas,11010014,
07077730,https://waterdata.usgs.gov/nwis/inventory/?site_no=07077730&agency_cd=USGS,34.936111,91.240278,NAD83,Monroe County,Arkansas,08020302,
071948095,https://waterdata.usgs.gov/nwis/inventory/?site_no=071948095&agency_cd=USGS,36.122808,94.162561,NAD83,Washington County,Arkansas,11110103,
07194880,https://waterdata.usgs.gov/nwis/inventory/?site_no=07194880&agency_cd=USGS,36.281389,94.227778,NAD27,Benton County,Arkansas,11110103,
07194933,https://waterdata.usgs.gov/nwis/inventory/?site_no=07194933&agency_cd=USGS,36.243778,94.239139,NAD83,Benton County,Arkansas,11110103,
07263296,https://waterdata.usgs.gov/nwis/inventory/?site_no=07263296&agency_cd=USGS,34.878889,92.685556,NAD83,Pulaski County,Arkansas,11110207,
072632966,https://waterdata.usgs.gov/nwis/inventory/?site_no=072632966&agency_cd=USGS,34.875278,92.653889,NAD83,Pulaski County,Arkansas,11110207,
072632995,https://waterdata.usgs.gov/nwis/inventory/?site_no=072632995&agency_cd=USGS,34.860833,92.501944,NAD27,Pulaski County,Arkansas,11110207,
07337000,https://waterdata.usgs.gov/nwis/inventory/?site_no=07337000&agency_cd=USGS,33.551944,94.041111,NAD83,Miller County,Arkansas,11140106,NGVD29
07340300,https://waterdata.usgs.gov/nwis/inventory/?site_no=07340300&agency_cd=USGS,34.38,94.236389,NAD83,Polk County,Arkansas,11140109,NAVD88
07355860,https://waterdata.usgs.gov/nwis/inventory/?site_no=07355860&agency_cd=USGS,34.485972,94.117861,NAD83,Polk County,Arkansas,08040101,
07355870,https://waterdata.usgs.gov/nwis/inventory/?site_no=07355870&agency_cd=USGS,34.484111,94.126139,NAD83,Polk County,Arkansas,08040101,
07355880,https://waterdata.usgs.gov/nwis/inventory/?site_no=07355880&agency_cd=USGS,34.503556,94.141556,NAD83,Polk County,Arkansas,08040101,
07359002,https://waterdata.usgs.gov/nwis/inventory/?site_no=07359002&agency_cd=USGS,34.426111,92.890833,NAD83,Hot Spring County,Arkansas,08040102,
07362591,https://waterdata.usgs.gov/nwis/inventory/?site_no=07362591&agency_cd=USGS,34.797778,92.845556,NAD83,Saline County,Arkansas,08040203,
07364122,https://waterdata.usgs.gov/nwis/inventory/?site_no=07364122&agency_cd=USGS,33.953219,91.733417,NAD83,Lincoln County,Arkansas,08040205,
07364130,https://waterdata.usgs.gov/nwis/inventory/?site_no=07364130&agency_cd=USGS,33.963125,91.692447,NAD83,Lincoln County,Arkansas,08040205,
07364133,https://waterdata.usgs.gov/nwis/inventory/?site_no=07364133&agency_cd=USGS,33.866389,91.656111,NAD83,Lincoln County,Arkansas,08040205,
343048093031301,https://waterdata.usgs.gov/nwis/inventory/?site_no=343048093031301&agency_cd=USGS,34.513333,93.053611,NAD27,Garland County,Arkansas,08040101,
343049093031301,https://waterdata.usgs.gov/nwis/inventory/?site_no=343049093031301&agency_cd=USGS,34.513611,93.053611,NAD27,Garland County,Arkansas,08040101,
343050093031201,https://waterdata.usgs.gov/nwis/inventory/?site_no=343050093031201&agency_cd=USGS,34.513889,93.053333,NAD27,Garland County,Arkansas,08040101,
343052093031301,https://waterdata.usgs.gov/nwis/inventory/?site_no=343052093031301&agency_cd=USGS,34.514444,93.053611,NAD27,Garland County,Arkansas,08040101,
343054093031201,https://waterdata.usgs.gov/nwis/inventory/?site_no=343054093031201&agency_cd=USGS,34.515,93.053333,NAD27,Garland County,Arkansas,08040101,
343055093031301,https://waterdata.usgs.gov/nwis/inventory/?site_no=343055093031301&agency_cd=USGS,34.515278,93.053611,NAD27,Garland County,Arkansas,08040101,
343056093030901,https://waterdata.usgs.gov/nwis/inventory/?site_no=343056093030901&agency_cd=USGS,34.515556,93.0525,NAD27,Garland County,Arkansas,08040101,
343057093031301,https://waterdata.usgs.gov/nwis/inventory/?site_no=343057093031301&agency_cd=USGS,34.515833,93.053611,NAD27,Garland County,Arkansas,08040101,aquifer
343058093030901,https://waterdata.usgs.gov/nwis/inventory/?site_no=343058093030901&agency_cd=USGS,34.516111,93.0525,NAD27,Garland County,Arkansas,08040101,
10260500,https://waterdata.usgs.gov/nwis/inventory/?site_no=10260500&agency_cd=USGS,34.343056,117.225556,NAD27,San Bernardino County,California,18090208,NGVD29
10261500,https://waterdata.usgs.gov/nwis/inventory/?site_no=10261500&agency_cd=USGS,34.573056,117.319722,NAD27,San Bernardino County,California,18090208,NGVD29
10265100,https://waterdata.usgs.gov/nwis/inventory/?site_no=10265100&agency_cd=USGS,37.750278,118.939444,NAD83,Mono County,California,18090102,NAVD88
10265150,https://waterdata.usgs.gov/nwis/inventory/?site_no=10265150&agency_cd=USGS,37.668889,118.816667,NAD27,Mono County,California,18090102,NGVD29
10336610,https://waterdata.usgs.gov/nwis/inventory/?site_no=10336610&agency_cd=USGS,38.9225,119.990556,NAD27,El Dorado County,California,16050101,NGVD29
10336645,https://waterdata.usgs.gov/nwis/inventory/?site_no=10336645&agency_cd=USGS,39.051944,120.1175,NAD27,El Dorado County,California,16050101,
10336660,https://waterdata.usgs.gov/nwis/inventory/?site_no=10336660&agency_cd=USGS,39.1075,120.161111,NAD27,Placer County,California,16050101,NGVD29
10336676,https://waterdata.usgs.gov/nwis/inventory/?site_no=10336676&agency_cd=USGS,39.132222,120.156667,NAD27,Placer County,California,16050101,
10336780,https://waterdata.usgs.gov/nwis/inventory/?site_no=10336780&agency_cd=USGS,38.92,119.971389,NAD27,El Dorado County,California,16050101,NGVD29
10343500,https://waterdata.usgs.gov/nwis/inventory/?site_no=10343500&agency_cd=USGS,39.431667,120.236944,NAD27,Nevada County,California,16050102,NGVD29
11044000,https://waterdata.usgs.gov/nwis/inventory/?site_no=11044000&agency_cd=USGS,33.473889,117.141389,NAD27,Riverside County,California,18070302,NGVD29
11125605,https://waterdata.usgs.gov/nwis/inventory/?site_no=11125605&agency_cd=USGS,34.583889,119.985,NAD83,Santa Barbara County,California,18060010,NAVD88
11126000,https://waterdata.usgs.gov/nwis/inventory/?site_no=11126000&agency_cd=USGS,34.589167,119.987778,NAD27,Santa Barbara County,California,18060010,NGVD29
11128500,https://waterdata.usgs.gov/nwis/inventory/?site_no=11128500&agency_cd=USGS,34.585,120.143611,NAD27,Santa Barbara County,California,18060010,NGVD29
11133000,https://waterdata.usgs.gov/nwis/inventory/?site_no=11133000&agency_cd=USGS,34.636111,120.423611,NAD27,Santa Barbara County,California,18060010,
11162620,https://waterdata.usgs.gov/nwis/inventory/?site_no=11162620&agency_cd=USGS,37.524722,122.398333,NAD27,San Mateo County,California,18050006,NGVD29
11162753,https://waterdata.usgs.gov/nwis/inventory/?site_no=11162753&agency_cd=USGS,37.529444,122.358333,NAD83,San Mateo County,California,18050004,NGVD29
11162765,https://waterdata.usgs.gov/nwis/inventory/?site_no=11162765&agency_cd=USGS,37.584444,122.249722,NAD27,San Mateo County,California,18050004,
11169750,https://waterdata.usgs.gov/nwis/inventory/?site_no=11169750&agency_cd=USGS,37.44,121.998333,NAD83,Santa Clara County,California,18050004,NGVD29
11172945,https://waterdata.usgs.gov/nwis/inventory/?site_no=11172945&agency_cd=USGS,37.4975,121.7725,NAD27,Alameda County,California,18050004,NGVD29
11172955,https://waterdata.usgs.gov/nwis/inventory/?site_no=11172955&agency_cd=USGS,37.498611,121.779444,NAD83,Alameda County,California,18050004,NGVD29
11173200,https://waterdata.usgs.gov/nwis/inventory/?site_no=11173200&agency_cd=USGS,37.461667,121.768333,NAD27,Santa Clara County,California,18050004,NGVD29
11173500,https://waterdata.usgs.gov/nwis/inventory/?site_no=11173500&agency_cd=USGS,37.501944,121.818333,NAD83,Alameda County,California,18050004,NGVD29
11173510,https://waterdata.usgs.gov/nwis/inventory/?site_no=11173510&agency_cd=USGS,37.503611,121.823611,NAD27,Alameda County,California,18050004,NGVD29
11173575,https://waterdata.usgs.gov/nwis/inventory/?site_no=11173575&agency_cd=USGS,37.540556,121.855278,NAD27,Alameda County,California,18050004,NGVD29
11174000,https://waterdata.usgs.gov/nwis/inventory/?site_no=11174000&agency_cd=USGS,37.5775,121.856667,NAD27,Alameda County,California,18050004,NGVD29
11176500,https://waterdata.usgs.gov/nwis/inventory/?site_no=11176500&agency_cd=USGS,37.623333,121.757778,NAD27,Alameda County,California,18050004,NGVD29
11176900,https://waterdata.usgs.gov/nwis/inventory/?site_no=11176900&agency_cd=USGS,37.626667,121.881944,NAD27,Alameda County,California,18050004,NGVD29
11179000,https://waterdata.usgs.gov/nwis/inventory/?site_no=11179000&agency_cd=USGS,37.587222,121.959722,NAD27,Alameda County,California,18050004,NGVD29
11203580,https://waterdata.usgs.gov/nwis/inventory/?site_no=11203580&agency_cd=USGS,36.048333,118.653333,NAD27,Tulare County,California,18030006,NGVD29
11204100,https://waterdata.usgs.gov/nwis/inventory/?site_no=11204100&agency_cd=USGS,36.024167,118.8125,NAD27,Tulare County,California,18030006,NGVD29
11206820,https://waterdata.usgs.gov/nwis/inventory/?site_no=11206820&agency_cd=USGS,36.611667,118.701667,NAD83,Tulare County,California,18030007,NGVD29
11251000,https://waterdata.usgs.gov/nwis/inventory/?site_no=11251000&agency_cd=USGS,36.984444,119.723333,NAD27,Fresno County,California,18040001,NGVD29
